,ndc9,filename,is_ref,is_front,ndc,splshape,splshape_text,splimprint,splcolor_text,rxstring,filepath
5220,937146,1408.jpg,FALSE,TRUE,93714618,C48345,OVAL,93;7146,PINK,azithromycin 250 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937146/1408.jpg
5221,937146,1383.jpg,FALSE,TRUE,93714656,C48345,OVAL,93;7146,PINK,azithromycin 250 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937146/1383.jpg
5222,937146,1282.jpg,FALSE,TRUE,93714618,C48345,OVAL,93;7146,PINK,azithromycin 250 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937146/1282.jpg
5223,937146,4137.jpg,FALSE,TRUE,93714656,C48345,OVAL,93;7146,PINK,azithromycin 250 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937146/4137.jpg
5224,937146,3927.jpg,FALSE,FALSE,93714618,C48345,OVAL,93;7146,PINK,azithromycin 250 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937146/3927.jpg
5225,937146,4927.jpg,FALSE,FALSE,93714618,C48345,OVAL,93;7146,PINK,azithromycin 250 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937146/4927.jpg
5226,935256,4127.jpg,FALSE,TRUE,93525668,C48336,CAPSULE,TEVA;5256,BLUE,Clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935256/4127.jpg
5227,935256,3599.jpg,FALSE,TRUE,93525668,C48336,CAPSULE,TEVA;5256,BLUE,Clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935256/3599.jpg
5228,935256,1545.jpg,FALSE,TRUE,93525668,C48336,CAPSULE,TEVA;5256,BLUE,Clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935256/1545.jpg
5229,935256,2485.jpg,FALSE,TRUE,93525668,C48336,CAPSULE,TEVA;5256,BLUE,Clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935256/2485.jpg
5230,935256,398.jpg,FALSE,TRUE,93525668,C48336,CAPSULE,TEVA;5256,BLUE,Clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935256/398.jpg
5231,935256,1008.jpg,FALSE,FALSE,93525668,C48336,CAPSULE,TEVA;5256,BLUE,Clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935256/1008.jpg
5232,501110324,2546.jpg,FALSE,FALSE,50111032401,C48348,ROUND,PLIVA;324,WHITE,bethanechol chloride 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/501110324/2546.jpg
5233,501110324,1882.jpg,FALSE,TRUE,50111032401,C48348,ROUND,PLIVA;324,WHITE,bethanechol chloride 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/501110324/1882.jpg
5234,501110324,4149.jpg,FALSE,FALSE,50111032401,C48348,ROUND,PLIVA;324,WHITE,bethanechol chloride 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/501110324/4149.jpg
5235,501110324,3693.jpg,FALSE,TRUE,50111032401,C48348,ROUND,PLIVA;324,WHITE,bethanechol chloride 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/501110324/3693.jpg
5236,501110324,4999.jpg,FALSE,TRUE,50111032401,C48348,ROUND,PLIVA;324,WHITE,bethanechol chloride 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/501110324/4999.jpg
5237,930173,2842.jpg,FALSE,FALSE,93017356,C48348,ROUND,173;93,WHITE,leflunomide 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930173/2842.jpg
5238,930173,1578.jpg,FALSE,TRUE,93017356,C48348,ROUND,173;93,WHITE,leflunomide 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930173/1578.jpg
5239,930173,3291.jpg,FALSE,TRUE,93017356,C48348,ROUND,173;93,WHITE,leflunomide 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930173/3291.jpg
5240,930173,3578.jpg,FALSE,FALSE,93017356,C48348,ROUND,173;93,WHITE,leflunomide 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930173/3578.jpg
5241,937207,1827.jpg,FALSE,TRUE,93720756,C48348,ROUND,9;3;7207,RED,mirtazapine 30 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937207/1827.jpg
5242,937207,3761.jpg,FALSE,TRUE,93720756,C48348,ROUND,9;3;7207,RED,mirtazapine 30 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937207/3761.jpg
5243,3785123,738.jpg,FALSE,TRUE,378512301,C48348,ROUND,M;S23,ORANGE,Atrial Fibrillation sotalol hydrochloride 80 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/003785123/738.jpg
5244,3785123,4905.jpg,FALSE,FALSE,378512301,C48348,ROUND,M;S23,ORANGE,Atrial Fibrillation sotalol hydrochloride 80 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/003785123/4905.jpg
5245,935127,4582.jpg,FALSE,TRUE,93512701,C48353,TRIANGLE,93;5127,PINK,benazepril hydrochloride 40 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935127/4582.jpg
5246,935127,2867.jpg,FALSE,TRUE,93512701,C48353,TRIANGLE,93;5127,PINK,benazepril hydrochloride 40 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935127/2867.jpg
5247,935127,2302.jpg,FALSE,FALSE,93512701,C48353,TRIANGLE,93;5127,PINK,benazepril hydrochloride 40 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935127/2302.jpg
5248,935127,4025.jpg,FALSE,TRUE,93512701,C48353,TRIANGLE,93;5127,PINK,benazepril hydrochloride 40 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935127/4025.jpg
5249,1725312,4585.jpg,FALSE,FALSE,172531270,C48345,OVAL,TEVA;5312;,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725312/4585.jpg
5250,1725312,1610.jpg,FALSE,TRUE,172531270,C48345,OVAL,TEVA;5312;,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725312/1610.jpg
5251,1725312,4200.jpg,FALSE,FALSE,172531270,C48345,OVAL,TEVA;5312;,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725312/4200.jpg
5252,1725312,4289.jpg,FALSE,FALSE,172531270,C48345,OVAL,TEVA;5312;,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725312/4289.jpg
5253,1725312,1289.jpg,FALSE,TRUE,172531270,C48345,OVAL,TEVA;5312;,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725312/1289.jpg
5254,937236,3444.jpg,FALSE,TRUE,93723656,C48348,ROUND,93;7236,YELLOW,Ondansetron 8 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937236/3444.jpg
5255,937236,3089.jpg,FALSE,TRUE,93723656,C48348,ROUND,93;7236,YELLOW,Ondansetron 8 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937236/3089.jpg
5256,937236,261.jpg,FALSE,FALSE,93723656,C48348,ROUND,93;7236,YELLOW,Ondansetron 8 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937236/261.jpg
5257,937236,838.jpg,FALSE,FALSE,93723656,C48348,ROUND,93;7236,YELLOW,Ondansetron 8 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937236/838.jpg
5258,937236,3827.jpg,FALSE,FALSE,93723656,C48348,ROUND,93;7236,YELLOW,Ondansetron 8 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937236/3827.jpg
5259,937380,670.jpg,FALSE,TRUE,93738001,C48348,ROUND,9;3;7380,ORANGE,venlafaxine 37.5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937380/670.jpg
5260,937380,1430.jpg,FALSE,FALSE,93738001,C48348,ROUND,9;3;7380,ORANGE,venlafaxine 37.5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937380/1430.jpg
5261,937380,233.jpg,FALSE,FALSE,93738001,C48348,ROUND,9;3;7380,ORANGE,venlafaxine 37.5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937380/233.jpg
5262,937380,2372.jpg,FALSE,FALSE,93738001,C48348,ROUND,9;3;7380,ORANGE,venlafaxine 37.5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937380/2372.jpg
5263,937380,209.jpg,FALSE,TRUE,93738001,C48348,ROUND,9;3;7380,ORANGE,venlafaxine 37.5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937380/209.jpg
5264,937380,2721.jpg,FALSE,TRUE,93738001,C48348,ROUND,9;3;7380,ORANGE,venlafaxine 37.5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937380/2721.jpg
5265,937380,4299.jpg,FALSE,FALSE,93738001,C48348,ROUND,9;3;7380,ORANGE,venlafaxine 37.5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937380/4299.jpg
5266,937380,848.jpg,FALSE,TRUE,93738001,C48348,ROUND,9;3;7380,ORANGE,venlafaxine 37.5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937380/848.jpg
5267,937380,4291.jpg,FALSE,FALSE,93738001,C48348,ROUND,9;3;7380,ORANGE,venlafaxine 37.5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937380/4291.jpg
5268,5551021,1169.jpg,FALSE,FALSE,555102101,C48336,CAPSULE,barr;16;mg;1021,PINK,24 HR galantamine hydrobromide 16 MG Extended Release Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005551021/1169.jpg
5269,5551021,4508.jpg,FALSE,TRUE,555102101,C48336,CAPSULE,barr;16;mg;1021,PINK,24 HR galantamine hydrobromide 16 MG Extended Release Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005551021/4508.jpg
5270,5551021,513.jpg,FALSE,TRUE,555102101,C48336,CAPSULE,barr;16;mg;1021,PINK,24 HR galantamine hydrobromide 16 MG Extended Release Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005551021/513.jpg
5271,5551021,341.jpg,FALSE,TRUE,555102101,C48336,CAPSULE,barr;16;mg;1021,PINK,24 HR galantamine hydrobromide 16 MG Extended Release Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005551021/341.jpg
5272,5551021,1144.jpg,FALSE,TRUE,555102101,C48336,CAPSULE,barr;16;mg;1021,PINK,24 HR galantamine hydrobromide 16 MG Extended Release Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005551021/1144.jpg
5273,931893,731.jpg,FALSE,FALSE,93189301,C48345,OVAL,93;1893,BLUE,etodolac 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931893/731.jpg
5274,931893,1501.jpg,FALSE,FALSE,93189301,C48345,OVAL,93;1893,BLUE,etodolac 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931893/1501.jpg
5275,931893,506.jpg,FALSE,TRUE,93189301,C48345,OVAL,93;1893,BLUE,etodolac 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931893/506.jpg
5276,931893,450.jpg,FALSE,TRUE,93189301,C48345,OVAL,93;1893,BLUE,etodolac 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931893/450.jpg
5277,931893,2399.jpg,FALSE,FALSE,93189301,C48345,OVAL,93;1893,BLUE,etodolac 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931893/2399.jpg
5278,512850080,4514.jpg,FALSE,TRUE,51285008070,C48348,ROUND,b;977,YELLOW,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512850080/4514.jpg
5279,512850080,2172.jpg,FALSE,FALSE,51285008070,C48348,ROUND,b;977,YELLOW,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512850080/2172.jpg
5280,512850080,687.jpg,FALSE,TRUE,51285008070,C48348,ROUND,b;977,YELLOW,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512850080/687.jpg
5281,512850080,3284.jpg,FALSE,FALSE,51285008070,C48348,ROUND,b;977,YELLOW,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512850080/3284.jpg
5282,512850080,2153.jpg,FALSE,TRUE,51285008070,C48348,ROUND,b;977,YELLOW,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512850080/2153.jpg
5283,512850080,777.jpg,FALSE,FALSE,51285008070,C48348,ROUND,b;977,YELLOW,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512850080/777.jpg
5284,512850080,2936.jpg,FALSE,TRUE,51285008070,C48348,ROUND,b;977,YELLOW,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512850080/2936.jpg
5285,512850080,431.jpg,FALSE,FALSE,51285008070,C48348,ROUND,b;977,YELLOW,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512850080/431.jpg
5286,512850080,452.jpg,FALSE,FALSE,51285008070,C48348,ROUND,b;977,YELLOW,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512850080/452.jpg
5287,540166,63.jpg,FALSE,FALSE,54016625,C48345,OVAL,54;135,WHITE,mycophenolate mofetil 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000540166/63.jpg
5288,540166,3949.jpg,FALSE,TRUE,54016625,C48345,OVAL,54;135,WHITE,mycophenolate mofetil 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000540166/3949.jpg
5289,937169,745.jpg,FALSE,TRUE,93716956,C48345,OVAL,93;7169,PINK,azithromycin 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937169/745.jpg
5290,937169,1883.jpg,FALSE,FALSE,93716956,C48345,OVAL,93;7169,PINK,azithromycin 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937169/1883.jpg
5291,937169,2990.jpg,FALSE,TRUE,93716956,C48345,OVAL,93;7169,PINK,azithromycin 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937169/2990.jpg
5292,937169,675.jpg,FALSE,FALSE,93716956,C48345,OVAL,93;7169,PINK,azithromycin 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937169/675.jpg
5293,937169,2584.jpg,FALSE,FALSE,93716956,C48345,OVAL,93;7169,PINK,azithromycin 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937169/2584.jpg
5294,5970044,4985.jpg,FALSE,TRUE,597004437,C48345,OVAL,H8;,WHITE;RED,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005970044/4985.jpg
5295,5970044,1373.jpg,FALSE,TRUE,597004437,C48345,OVAL,H8;,WHITE;RED,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005970044/1373.jpg
5296,5970044,3019.jpg,FALSE,FALSE,597004437,C48345,OVAL,H8;,WHITE;RED,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005970044/3019.jpg
5297,5970044,740.jpg,FALSE,FALSE,597004437,C48345,OVAL,H8;,WHITE;RED,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005970044/740.jpg
5298,5970044,2343.jpg,FALSE,TRUE,597004437,C48345,OVAL,H8;,WHITE;RED,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005970044/2343.jpg
5299,239350,111.jpg,FALSE,TRUE,23935007,C48336,CAPSULE,SAN;60,YELLOW,24 HR trospium chloride 60 MG Extended Release Oral Capsule [Sanctura],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000239350/111.jpg
5300,239350,4806.jpg,FALSE,TRUE,23935007,C48336,CAPSULE,SAN;60,YELLOW,24 HR trospium chloride 60 MG Extended Release Oral Capsule [Sanctura],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000239350/4806.jpg
5301,239350,1220.jpg,FALSE,TRUE,23935007,C48336,CAPSULE,SAN;60,YELLOW,24 HR trospium chloride 60 MG Extended Release Oral Capsule [Sanctura],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000239350/1220.jpg
5302,239350,3427.jpg,FALSE,TRUE,23935007,C48336,CAPSULE,SAN;60,YELLOW,24 HR trospium chloride 60 MG Extended Release Oral Capsule [Sanctura],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000239350/3427.jpg
5303,239350,1686.jpg,FALSE,FALSE,23935007,C48336,CAPSULE,SAN;60,YELLOW,24 HR trospium chloride 60 MG Extended Release Oral Capsule [Sanctura],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000239350/1686.jpg
5304,662130421,3404.jpg,FALSE,TRUE,66213042110,C48348,ROUND,421,GREEN,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/662130421/3404.jpg
5305,662130421,2478.jpg,FALSE,TRUE,66213042110,C48348,ROUND,421,GREEN,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/662130421/2478.jpg
5306,662130421,1834.jpg,FALSE,FALSE,66213042110,C48348,ROUND,421,GREEN,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/662130421/1834.jpg
5307,662130421,2380.jpg,FALSE,TRUE,66213042110,C48348,ROUND,421,GREEN,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/662130421/2380.jpg
5308,662130421,2880.jpg,FALSE,TRUE,66213042110,C48348,ROUND,421,GREEN,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/662130421/2880.jpg
5309,932272,945.jpg,FALSE,FALSE,93227234,C48345,OVAL,93;2272,PINK,amoxicillin 400 MG / clavulanate 57 MG Chewable Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000932272/945.jpg
5310,932272,1349.jpg,FALSE,TRUE,93227234,C48345,OVAL,93;2272,PINK,amoxicillin 400 MG / clavulanate 57 MG Chewable Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000932272/1349.jpg
5311,932272,2189.jpg,FALSE,FALSE,93227234,C48345,OVAL,93;2272,PINK,amoxicillin 400 MG / clavulanate 57 MG Chewable Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000932272/2189.jpg
5312,932272,2889.jpg,FALSE,FALSE,93227234,C48345,OVAL,93;2272,PINK,amoxicillin 400 MG / clavulanate 57 MG Chewable Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000932272/2889.jpg
5313,932272,1997.jpg,FALSE,FALSE,93227234,C48345,OVAL,93;2272,PINK,amoxicillin 400 MG / clavulanate 57 MG Chewable Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000932272/1997.jpg
5314,934068,1624.jpg,FALSE,TRUE,93406801,C48336,CAPSULE,TEVA;4068,PINK,prazosin 2 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000934068/1624.jpg
5315,934068,1530.jpg,FALSE,TRUE,93406801,C48336,CAPSULE,TEVA;4068,PINK,prazosin 2 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000934068/1530.jpg
5316,934068,2560.jpg,FALSE,FALSE,93406801,C48336,CAPSULE,TEVA;4068,PINK,prazosin 2 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000934068/2560.jpg
5317,934068,2960.jpg,FALSE,TRUE,93406801,C48336,CAPSULE,TEVA;4068,PINK,prazosin 2 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000934068/2960.jpg
5318,934068,1841.jpg,FALSE,TRUE,93406801,C48336,CAPSULE,TEVA;4068,PINK,prazosin 2 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000934068/1841.jpg
5319,5915307,1738.jpg,FALSE,FALSE,591530701,C48348,ROUND,DAN;DAN;5307,WHITE,promethazine hydrochloride 25 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005915307/1738.jpg
5320,5915307,1752.jpg,FALSE,FALSE,591530701,C48348,ROUND,DAN;DAN;5307,WHITE,promethazine hydrochloride 25 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005915307/1752.jpg
5321,597625033,418.jpg,FALSE,TRUE,59762503302,C48348,ROUND,GLIPIZIDE;XL;10,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/597625033/418.jpg
5322,931063,2131.jpg,FALSE,TRUE,93106301,C48345,OVAL,93;63,BLUE,sotalol hydrochloride 240 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931063/2131.jpg
5323,931063,4975.jpg,FALSE,TRUE,93106301,C48345,OVAL,93;63,BLUE,sotalol hydrochloride 240 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931063/4975.jpg
5324,931063,3414.jpg,FALSE,TRUE,93106301,C48345,OVAL,93;63,BLUE,sotalol hydrochloride 240 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931063/3414.jpg
5325,931063,3981.jpg,FALSE,TRUE,93106301,C48345,OVAL,93;63,BLUE,sotalol hydrochloride 240 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931063/3981.jpg
